id,name,proposed name,2,1.8,1.6,1.4,1.2,1,0.75,0.5,0.25,xml,POG,PAG,comment
384,L1_TripleMu0_OQ,L1_TripleMu0_Qopen,1300,1060,815,390,280,200,1,1,1,x,PHY,BPH,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96
385,L1_TripleMu_5SQ_3SQ_0OQ,,40,35,27,12,9,7,1,1,1,x,PHY,BPH,Bphys: https://its.cern.ch/jira/browse/CMSLITDPG-96
390,L1_Mu6_DoubleEG17,,1,1,1,1,1,1,1,1,1,x,PHY,SMP,https://its.cern.ch/jira/browse/CMSLITDPG-81
391,L1_DoubleMu7_EG7,,0,1,1,1,1,1,1,1,1,x,PHY,SMP,https://its.cern.ch/jira/browse/CMSLITDPG-81
400,L1_IsolatedBunch,,0,0,0,0,0,0,0,0,0,x,,,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
401,L1_FirstBunchInTrain,,0,0,0,0,0,0,0,0,0,x,,,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
402,L1_FirstBunchAfterTrain,,0,0,0,0,0,0,0,0,0,x,,,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
403,L1_Mu5_EG15,,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
404,L1_Mu5_EG20,,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
405,L1_Mu5_LooseIsoEG18,L1_Mu5_IsoEG18,0,1,1,1,1,1,1,1,1,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
406,L1_Mu12_EG10,,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
407,L1_Mu20_EG10,,0,0,0,1,1,1,1,1,1,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
408,L1_MU20_EG15,,0,0,0,1,1,1,1,1,1,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
409,L1_Mu20_LooseIsoEG6,L1_Mu20_IsoEG6,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
410,L1_Mu6_HTT200er,L1_Mu6_HTT200,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
411,L1_Mu8_HTT150er,L1_Mu8_HTT150,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
412,L1_EG25er2p1_HTT125er,L1_EG25er_HTT125,0,0,0,0,0,0,0,0,0,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
413,L1_EG27er2p1_HTT200er,L1_EG27er_HTT200,0,0,0,1,1,1,1,1,1,x,PHY,TOP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
414,L1_DoubleJet60er3p0_ETM60,L1_DoubleJetC60_ETM60,0,0,0,0,0,0,0,0,0,x,PHY,HIG,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
415,L1_QuadJet36er3p0_Tau52,L1_QuadJetC36_Tau52,0,0,0,0,0,0,0,0,0,x,PHY,HIG,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
416,L1_ETM75_Jet60_dPhi_Min0p4,,0,0,0,0,0,0,0,0,0,x,PHY,HIG,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
417,L1_DoubleMu0_ETM40,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
418,L1_DoubleMu0_ETM55,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
419,L1_DoubleMu0_ETM60,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
420,L1_DoubleMu0_ETM65,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
421,L1_DoubleMu0_ETM70,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
422,L1_Jet32_DoubleMu_10_0_dPhi_Jet_Mu0_Max0p4_dPhi_Mu_Mu_Min1p0,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
423,L1_Jet32_Mu0_EG10_dPhi_Jet_Mu_Max0p4_dPhi_Mu_EG_Min1p0,,0,0,0,0,0,0,0,0,0,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
424,L1_DoubleEG6_HTT255er,L1_DoubleEG6_HTT255,0,0,1,1,1,1,1,1,1,x,PHY,SUS,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
425,L1_DoubleMu0er1p4_dEta_Max1p8_OS,,0,0,0,0,0,0,0,0,0,x,PHY,BPH,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
426,L1_DoubleMu_10_0_dEta_Max1p8,,0,0,0,0,0,0,0,0,0,x,PHY,BPH,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
427,L1_Mu6_DoubleEG10,,0,0,0,0,0,0,0,0,0,x,PHY,SMP,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
428,L1_Mu3_JetC16_dEta_Max0p4_dPhi_Max0p4,,2000,1700,1400,1100,850,660,440,260,130,x,PHY,BTV,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
429,L1_Mu3_JetC60_dEta_Max0p4_dPhi_Max0p4,,120,105,90,70,60,50,1,1,1,x,PHY,BTV,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
430,L1_Mu3_JetC120_dEta_Max0p4_dPhi_Max0p4,,1,1,1,1,1,1,1,1,1,x,PHY,BTV,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
431,L1_SingleEG2_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
432,L1_SingleJet12_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
433,L1_ETT40_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
434,L1_ETT50_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
435,L1_ETT60_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
436,L1_ETT70_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
437,L1_ETT75_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
438,L1_ETT80_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
439,L1_ETT85_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
440,L1_ETT90_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
441,L1_ETT95_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
442,L1_ETT100_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
443,L1_ETT110_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,https://its.cern.ch/jira/browse/CMSLITDPG-86
444,L1_MinimumBiasHF0_AND_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
445,L1_MinimumBiasHF0_OR_BptxAND,,0,0,0,0,0,0,0,0,0,x,PHY,HIN,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
446,L1_Mu10er2p1_ETM30,L1_Mu10er_ETM30,0,0,0,0,0,0,0,0,0,x,,,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
447,L1_Mu14er2p1_ETM30,L1_Mu14er_ETM30,0,0,0,0,0,0,0,0,0,x,,,HLT: /cdaq/physics/Run2016/25ns15e33/v4.2.3/HLT/V2
450,L1_AlwaysTrue,,0,0,0,0,0,0,0,0,0,x,,,Cosmics:
451,L1_NotBptxOR,,0,0,0,0,0,0,0,0,0,x,,,BRIL: NOT bit07
452,L1_BptxXOR,,0,0,0,0,0,0,0,0,0,x,,,BRIL: (bit05 AND (NOT bit06)) OR (bit06 AND (NOT bit05))
453,L1_ZeroBias_copy,,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit04 - to be used for BX mask if needed
454,L1_BPTX_BeamGas_Ref1_VME,L1_BRIL_bit000,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit00 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
455,L1_BPTX_BeamGas_Ref2_VME,L1_BRIL_bit001,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit01 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
456,L1_BPTX_BeamGas_B1_VME,L1_BRIL_bit002,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit02 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
457,L1_BPTX_BeamGas_B2_VME,L1_BRIL_bit003,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit03 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
458,L1_ZeroBias,L1_BRIL_bit004,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit04 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
459,L1_BptxPlus,L1_BRIL_bit005,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit05 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
460,L1_BptxMinus,L1_BRIL_bit006,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit06 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
461,L1_BptxOR,L1_BRIL_bit007,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit07 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
462,L1_BPTX_AND_Ref1_VME,L1_BRIL_bit008,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit08 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
463,L1_UnpairedBunchBptxPlus,L1_BRIL_bit009,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit09 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
464,L1_UnpairedBunchBptxMinus,L1_BRIL_bit010,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit10 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
465,L1_BPTX_NotOR_VME,L1_BRIL_bit011,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit11 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
466,L1_BPTX_AND_Ref2_NIM,L1_BRIL_bit012,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit12 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
467,L1_BPTX_B1NotB2_NIM,L1_BRIL_bit013,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit13 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
468,L1_BPTX_B2NotB1_NIM,L1_BRIL_bit014,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit14 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
469,L1_BPTX_NotOR_NIM,L1_BRIL_bit015,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit15 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
470,L1_BPTX_AND_Ref3_VME,L1_BRIL_bit016,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit16 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
471,L1_BPTX_OR_Ref3_VME,L1_BRIL_bit017,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit17 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
472,L1_BPTX_RefAND_VME,L1_BRIL_bit018,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit18 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
473,L1_FirstCollisionInOrbit,L1_BRIL_bit019,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit19 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
474,L1_BPTX_AND_Ref4_VME,L1_BRIL_bit020,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit20 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
475,L1_BPTX_OR_Ref4_VME,L1_BRIL_bit021,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit21 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
476,L1_LastCollisionInTrain,L1_BRIL_bit022,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit22 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
477,L1_FirstCollisionInTrain,L1_BRIL_bit023,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit23 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
478,L1_BPTX_AND_NIM,L1_BRIL_bit032,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit32 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
479,L1_BPTX_B1_NIM,L1_BRIL_bit033,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit33 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
480,L1_BPTX_B2_NIM,L1_BRIL_bit034,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit34 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
481,L1_BPTX_OR_NIM,L1_BRIL_bit035,0,0,0,0,0,0,0,0,0,x,,,BRIL: bit35 ref: https://twiki.cern.ch/twiki/bin/view/CMS/AndreyPozdnyakovBPTXCableNames
490,L1_CDC_3_TOP120_DPHI1p570_3p142,L1_CDC_3_TOP120_DPHI1p570_4p711,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
491,L1_CDC_3_TOP120_DPHI2p094_3p142,L1_CDC_3_TOP120_DPHI2p094_4p189,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
492,L1_CDC_3_TOP120_DPHI2p618_3p142,L1_CDC_3_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
493,L1_CDC_3_TOP_DPHI2p618_3p142,L1_CDC_3_TOP_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
494,L1_CDC_3_er1p2_TOP120_DPHI1p570_3p142,L1_CDC_3_er1p2_TOP120_DPHI1p570_4p711,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
495,L1_CDC_3_er1p2_TOP120_DPHI2p094_3p142,L1_CDC_3_er1p2_TOP120_DPHI2p094_4p189,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
496,L1_CDC_3_er1p2_TOP120_DPHI2p618_3p142,L1_CDC_3_er1p2_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
497,L1_CDC_3_er1p6_TOP120_DPHI1p570_3p142,L1_CDC_3_er1p6_TOP120_DPHI1p570_4p711,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
498,L1_CDC_3_er1p6_TOP120_DPHI2p094_3p142,L1_CDC_3_er1p6_TOP120_DPHI2p094_4p189,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
499,L1_CDC_3_er1p6_TOP120_DPHI2p618_3p142,L1_CDC_3_er1p6_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
500,L1_CDC_3_er2p1_TOP120_DPHI1p570_3p142,L1_CDC_3_er2p1_TOP120_DPHI1p570_4p711,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
501,L1_CDC_3_er2p1_TOP120_DPHI2p094_3p142,L1_CDC_3_er2p1_TOP120_DPHI2p094_4p189,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
502,L1_CDC_3_er2p1_TOP120_DPHI2p618_3p142,L1_CDC_3_er2p1_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
503,L1_CDC_SingleMu_3_TOP120_DPHI2p618_3p142,L1_CDC_SingleMu_3_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
504,L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142,L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
505,L1_CDC_SingleMu_3_er1p6_TOP120_DPHI2p618_3p142,L1_CDC_SingleMu_3_er1p6_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
506,L1_CDC_SingleMu_3_er2p1_TOP120_DPHI2p618_3p142,L1_CDC_SingleMu_3_er2p1_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
507,L1_CDCp1_3_TOP120_DPHI2p618_3p142,L1_CDCp1_3_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
508,L1_CDCp1_3_er1p2_TOP120_DPHI2p618_3p142,L1_CDCp1_3_er1p2_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
509,L1_CDCp1_3_er1p6_TOP120_DPHI2p618_3p142,L1_CDCp1_3_er1p6_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74
510,L1_CDCp1_3_er2p1_TOP120_DPHI2p618_3p142,L1_CDCp1_3_er2p1_TOP120_DPHI2p618_3p665,0,0,0,0,0,0,0,0,0,x,,,https://its.cern.ch/jira/browse/CMSLITDPG-74